Capacité de la station,latitude,longitude
40,48.881973298352,2.301132157445
17,48.84504716661511,2.3494647851273465
16,48.83823094269141,2.270506024360657
27,48.8761373390584,2.3680844979417
24,48.880726,2.351464
32,48.875642647477,2.3594588041306
29,48.816376985087,2.2670380088932
29,48.874510616163,2.2994716674148
23,48.8554439,2.2704418
53,48.893923963057865,2.39790290594101
17,48.8795431,2.3264628
35,48.764615483395254,2.4071189761161804
17,48.875034655883944,2.359801238597928
18,48.88633710236977,2.407338917255402
32,48.87614039826388,2.301303138307601
22,48.87451538963655,2.415283620357514
34,48.83802015441127,2.2460845112800603
26,48.910482,2.297998
38,48.892371898250424,2.205548956990242
36,48.888537048944826,2.3561610281467438
28,48.887808570529,2.3000952981763
27,48.872933,2.309796
19,48.88511992309783,2.34719488842051
49,48.832308,2.38637
37,48.82663907252554,2.4059280753135686
37,48.844182577315,2.3640366643667
29,48.841486,2.430793
48,48.8227639,2.3249313
27,48.837809408957,2.2281519323587
19,48.82650293311,2.3092747998272
29,48.8862074,2.3206239
41,48.8756045,2.3995549
20,48.89383909781389,2.325953990221024
44,48.8256423,2.3750226
29,48.866887649978,2.3066755757207
30,48.871611569354755,2.345873080193996
22,48.83476837934194,2.284142297394666
30,48.87578906564573,2.347289621829987
17,48.869113,2.332515
46,48.84021933807409,2.263834191152959
43,48.850533,2.383756
22,48.8816985773914,2.2836575657129288
39,48.842885590081,2.3244281485677
55,48.82479134498032,2.336124926805496
48,48.847238029966,2.4107042336225
21,48.8443415,2.2773844
18,48.87531563065266,2.3229019716382027
31,48.88494728765838,2.2677031159400944
30,48.82537611802588,2.287235018058929
44,48.84797660373612,2.2966245196598805
18,48.829268,2.365212
30,48.83730787972,2.3740861260598
26,48.861419,2.352581
28,48.827090233494964,2.2606857866048813
24,48.8274804,2.3319217
42,48.86877849178477,2.274354539176829
28,48.84267354116789,2.3972943797707558
32,48.877127316667654,2.322417162358761
40,48.899641123987095,2.344321422278881
22,48.825030852925,2.3264128693982
38,48.867872484749,2.3648982158072
51,48.8580378,2.3679352
33,48.86610337431042,2.359649240970612
30,48.91585580539625,2.2948095202445984
30,48.938882272105,2.3566243797541
28,48.884933177666,2.2484488785267
24,48.876495350882,2.3560990020633
0,48.871139344351,2.2749781616017
35,48.845127728278,2.4015686296482
28,48.907735489085,2.3407192814591
26,48.78363092456589,2.366935946761926
18,48.80516030434533,2.188277207314968
35,48.83258651335057,2.371211388119954
46,48.83923319241899,2.2915197908878326
12,48.86615630668046,2.3891324177384377
32,48.84842761367387,2.265253821160005
19,48.8863865,2.3825772
34,48.84132050184004,2.30808901725357
36,48.8466127,2.3325478
28,48.950873482371,2.2310190077797
33,48.869689856852,2.3107324540615
26,48.8693268535238,2.395084574818611
24,48.802056061754,2.3159965061736
30,48.882877330093,2.4331868384644
35,48.927567032796,2.2947337017374
42,48.89792240854517,2.32851451022192
44,48.871031137596,2.379056852114
30,48.85772148887421,2.2549109905958176
23,48.8978765,2.3230632
49,48.881949,2.352339
49,48.84097491091973,2.264390252530575
23,48.85507930579506,2.3733686318721463
38,48.862147844548,2.3772348091006
33,48.89401874744574,2.3319872841238976
20,48.86431136000005,2.4105210229754443
26,48.886591074487995,2.261394560337067
50,48.8644954,2.3750124
26,48.88125496379482,2.373463287949562
39,48.893479576183,2.2775253653526
35,48.8993867,2.2506506
28,48.8949922,2.4253764
17,48.87397217237368,2.348388757504776
26,48.87352990026496,2.303444892168045
46,48.885263,2.298286
36,48.86223916006812,2.4435862898826604
49,48.85742876694898,2.4323049187660217
16,48.8099849920804,2.4580853059887886
11,48.87701838803332,2.3513179644942284
60,48.8338064,2.4132221
20,48.89874803977525,2.3645754531025887
49,48.852233164303,2.3266580700874
37,48.86826649822326,2.3304839059710503
24,48.8307758,2.3361804
17,48.847040552603,2.4160453677177
53,48.892777719023975,2.3270335793495183
18,48.89056394743836,2.4064831843792427
15,48.816218640260445,2.344226874411106
24,48.81769977392539,2.260931208729744
24,48.78599652305309,2.329955510795116
30,48.875443870736,2.2938242935036
44,48.919141953558054,2.362065576016903
22,48.787482746521306,2.3976725712418556
33,48.84373446877937,2.333428381875887
25,48.870047123655,2.3511248454452
20,48.91042343752563,2.399576604366303
26,48.81990914045756,2.3592948541045193
23,48.860134890542,2.3500636965036
22,48.896212845581346,2.4094578623771667
34,48.8453579,2.3965022
22,48.790379518724265,2.3895226791501045
21,48.88294340845,2.3464846238494
47,48.8430515215905,2.295200452208519
30,48.8155839183714,2.3505029082298283
35,48.905303858642,2.31055945158
20,48.91962690034779,2.2978286134199792
20,48.905928,2.253629
20,48.87514373494672,2.338118505144376
