Typologie,Régime de vitesse,Voie,Arrondissement,Bois,Longueur du tronçon en m,latitude,longitude
Couloirs de bus ouverts aux vélos,VOIE 30,RUE MARX DORMOY,18.0,Non,56.11126477,48.88861900372454,2.3598081404980347
Pistes cyclables,VOIE 50,BOULEVARD MACDONALD,19.0,Non,35.20391482,48.89743537407018,2.389015844638366
Pistes cyclables,AIRE PIETONNE,ESPLANADE SAINT-LOUIS,12.0,Bois de Vincennes,10.40386044,48.83954036347273,2.436113608793443
Couloirs de bus ouverts aux vélos,VOIE 50,COURS DES MARECHAUX,12.0,Bois de Vincennes,179.39335937,48.84154130360763,2.4389032906766195
Pistes cyclables,VOIE 50,RUE RIQUET,18.0,Non,250.26214681,48.88983359245028,2.366222993435585
Bandes cyclables,ZONE 30,RUE RIQUET,18.0,Non,79.51954435,48.89004460164516,2.3618771275851165
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE DE RENCONTRE,RUE DE LA MARTINIQUE,18.0,Non,63.19812743,48.890995150330525,2.361837684930518
Pistes cyclables,VOIE 50,BOULEVARD MORTIER,20.0,Non,6.93661413,48.870539825792775,2.408591609012444
Pistes cyclables,VOIE 50,BOULEVARD MORTIER,20.0,Non,10.2545973,48.867948353827884,2.408789637089173
Pistes cyclables,VOIE 50,BOULEVARD MORTIER,20.0,Non,115.98357708,48.867368263286046,2.4087683325152374
Pistes cyclables,VOIE 50,PLACE DE LA PORTE DE BAGNOLET,20.0,Non,4.5374201,48.864725496237114,2.408530813191164
Bandes cyclables,VOIE 50,RUE BELGRAND,20.0,Non,25.30894072,48.86466307665582,2.4055925433886043
Couloirs de bus ouverts aux vélos,VOIE 50,AVENUE DE LA PORTE DE CLIGNANCOURT,18.0,Non,15.15446475,48.89966488051397,2.3442467453568616
Pistes cyclables,VOIE 50,BOULEVARD SERURIER,19.0,Non,191.960047,48.887443912952996,2.394736427434815
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,ALLEE ARTHUR HONEGGER,19.0,Non,256.0184882,48.88805758905409,2.394418219075915
Pistes cyclables,ZONE 30,RUE LE VAU,20.0,Non,50.10016878,48.87081016085764,2.4107883143493836
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE LEGENDRE,17.0,Non,65.26866079,48.88739155586099,2.319790354015108
Pistes cyclables,VOIE 50,BOULEVARD BARBES,18.0,Non,96.31947253,48.88789775158349,2.34944597045598
Pistes cyclables,VOIE 50,AVENUE COURTELINE,12.0,Non,19.96669091,48.84379617215001,2.4145909270782444
Couloirs de bus ouverts aux vélos,VOIE 50,BOULEVARD SERURIER,19.0,Non,22.14180407,48.884732535275774,2.394407489619536
Pistes cyclables,VOIE 30,RUE LOUIS LUMIERE,20.0,Non,156.31797344,48.86159979756766,2.4111619393447965
Pistes cyclables,VOIE 50,RUE DES DOCTEURS DEJERINE,20.0,Non,260.2903576,48.85591555492584,2.4119797391174913
Pistes cyclables,VOIE 50,BOULEVARD DE GUYANE,12.0,Non,444.66093323,48.841813566187895,2.414167685977775
Pistes cyclables,VOIE 50,AVENUE COURTELINE,12.0,Non,12.02465389,48.84393526762997,2.4132778917646824
Pistes cyclables,VOIE 50,BOULEVARD DE MENILMONTANT,20.0,Non,22.53517695,48.864184601022465,2.3861929406378
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,RUE DE L OLIVE,18.0,Non,121.90135156,48.89067562750608,2.3612884601785487
Pistes cyclables,VOIE 50,AVENUE DE LA PORTE DE VINCENNES,12.0,Non,14.89677701,48.84706081067838,2.411615879728513
Pistes cyclables,VOIE 50,COURS DE VINCENNES,20.0,Non,11.48885974,48.84712089059332,2.410777364542326
Pistes cyclables,VOIE 50,BOULEVARD SOULT,12.0,Non,19.38605734,48.846778244227664,2.411205339905378
Pistes cyclables,VOIE 50,BOULEVARD SOULT,12.0,Non,134.36300087,48.84522742202893,2.4103876929010237
Pistes cyclables,VOIE 50,BOULEVARD SOULT,12.0,Non,16.62974563,48.84027789172629,2.408801196479665
Pistes cyclables,VOIE 50,PLACE EDOUARD RENARD,12.0,Non,11.54612031,48.835183435424874,2.4083112420184922
Pistes cyclables,VOIE 30,PLACE DU CARDINAL LAVIGERIE,12.0,Bois de Vincennes,151.49948928,48.832852050609965,2.403207899652249
Pistes cyclables,VOIE 50,RUE DE LAGNY,20.0,Non,6.08683797,48.84926341273122,2.4160493791474713
Bandes cyclables,ZONE 30,RUE DU POTEAU,18.0,Non,29.9642101,48.89430593058127,2.3413485218536274
Pistes cyclables,VOIE 50,BOULEVARD DE CHARONNE,20.0,Non,12.58564497,48.85206078577776,2.3980052947794546
Bandes cyclables,VOIE 50,BOULEVARD DE CHARONNE,20.0,Non,7.8092922,48.8519793609727,2.398069233827778
Pistes cyclables,VOIE 50,BOULEVARD D INDOCHINE,19.0,Non,208.06544947,48.88727524423508,2.396004161613018
Pistes cyclables,VOIE 50,BOULEVARD DAVOUT,20.0,Non,119.47407467,48.848485415062974,2.411555092463533
Pistes cyclables,VOIE 50,Route des Lacs à Passy,16.0,Bois de Boulogne,17.00126828,48.85841833822935,2.260930925120404
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),VOIE 50,Quai de la Tournelle,5.0,Non,9.65612106,48.851428562681335,2.3504125484716263
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE GARREAU,18.0,Non,69.02709099,48.88583726451254,2.3373740058455073
Pistes cyclables,VOIE 50,AVENUE DAUMESNIL,12.0,Non,15.44989483,48.840982446334856,2.3893170346070884
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE ELISA LEMONNIER,12.0,Non,109.65079223,48.840434563418015,2.3898477226509502
Bandes cyclables,VOIE 50,AVENUE DAUMESNIL,12.0,Non,15.92936787,48.841158686345565,2.389048343744036
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE DE RENCONTRE,Rue de Nesles,6.0,Non,75.85248498,48.85518561031676,2.3391024312137905
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE DE RENCONTRE,Impasse de Nevers,6.0,Non,14.95073466,48.85531830922493,2.3385688493675234
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DE LA DHUIS,20.0,Non,140.34430209,48.86803731978585,2.404864018040363
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DES APENNINS,17.0,Non,213.76124735,48.890870817035285,2.3221837934124006
Pistes cyclables,VOIE 50,AVENUE DE LA PORTE DE BAGNOLET,20.0,Non,84.27351755,48.86480209394205,2.410842865946735
Pistes cyclables,VOIE 50,BOULEVARD BARBES,18.0,Non,8.07483455,48.88557170642378,2.3496533833369195
Pistes cyclables,VOIE 50,RUE DE RAMBOUILLET,12.0,Non,126.9837289,48.8439561324982,2.380594597259848
Couloirs de bus ouverts aux vélos,VOIE 50,RUE DES PYRENEES,20.0,Non,42.05651741,48.873822848861295,2.3884090963279454
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DU GENERAL LASALLE,19.0,Non,140.51922554,48.87416610391,2.3806850189996323
Couloirs de bus ouverts aux vélos,VOIE 50,AVENUE JEAN JAURES,19.0,Non,189.44574525,48.88558020179832,2.3808054938958163
Pistes cyclables,VOIE 50,AVENUE JEAN JAURES,19.0,Non,145.75097906,48.88692760496388,2.385795738072091
Pistes cyclables,VOIE 50,AVENUE JEAN JAURES,19.0,Non,8.7921748,48.887526350672445,2.3885600206141344
Pistes cyclables,VOIE 50,AVENUE DE LA PORTE DE CHARENTON,12.0,Bois de Vincennes,14.9852179,48.83078076043358,2.3995589663628367
Pistes cyclables,VOIE 50,AVENUE DE LA PORTE DE CHARENTON,12.0,Bois de Vincennes,131.65716334,48.83123868948801,2.3988318692871604
Pistes cyclables,VOIE 30,RUE DE CHARENTON,12.0,Non,17.70864235,48.83201990071491,2.397546087894267
Pistes cyclables,VOIE 30,RUE DE CHARENTON,12.0,Non,8.8721402,48.83193771333061,2.3976779468270704
Pistes cyclables,VOIE 50,PLACE FELIX EBOUE,12.0,Non,9.87352984,48.83976818149795,2.396451859613548
Pistes cyclables,VOIE 50,PLACE FELIX EBOUE,12.0,Non,14.39374059,48.84002617665363,2.3952088043220847
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,PLACE DE LA NATION,12.0,Non,35.83342648,48.84798742831105,2.394489837615464
Bandes cyclables,ZONE 30,Rue Lagrange,5.0,Non,66.95733233,48.851919808103645,2.3478636979650274
Bandes cyclables,ZONE 30,Rue Dante,5.0,Non,5.0271589,48.85097327168249,2.3458932213991313
Bandes cyclables,ZONE 30,Rue Lagrange,5.0,Non,19.78159388,48.85162191185708,2.3476434553847265
Pistes cyclables,VOIE 50,Place Skanderbeg,18.0,Non,36.49420617,48.90102026850119,2.370258287587127
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE VERON,18.0,Non,43.49320383,48.88527008361304,2.334686778643244
Bandes cyclables,ZONE 30,RUE LAMBERT,18.0,Non,58.3823892,48.888441790015946,2.3459068688847635
Bandes cyclables,ZONE 30,RUE BACHELET,18.0,Non,10.98990335,48.88927586743857,2.3444717978289336
Pistes cyclables,VOIE 50,BOULEVARD MACDONALD,19.0,Non,43.2631379,48.89883869118735,2.3813692213354765
Pistes cyclables,ZONE 30,RUE LE VAU,20.0,Non,8.7583366,48.87107416061315,2.4107610037036
Pistes cyclables,VOIE 50,RUE DE LA MARSEILLAISE,19.0,Non,72.1255981,48.8888708603728,2.3980030354846646
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE ROBINEAU,20.0,Non,148.11123576,48.864693604697116,2.3931755204546397
Bandes cyclables,VOIE 50,BOULEVARD MALESHERBES,17.0,Non,32.45536353,48.888617070347124,2.304235482612256
Bandes cyclables,VOIE 50,AVENUE DE VILLIERS,17.0,Non,73.83602477,48.883479463842704,2.3065653435542224
Bandes cyclables,VOIE 50,AVENUE DE VILLIERS,17.0,Non,272.87572808,48.88457275542878,2.3005211683379345
Bandes cyclables,VOIE 50,BOULEVARD GOUVION SAINT CYR,17.0,Non,79.22571063,48.88206588665166,2.285904102589258
Pistes cyclables,AIRE PIETONNE,ESPLANADE SAINT-LOUIS,12.0,Bois de Vincennes,64.24327501,48.83979583280624,2.4364186489203834
Pistes cyclables,VOIE 50,BOULEVARD DAVOUT,20.0,Non,36.33914758,48.85607655088037,2.4103743589861786
Couloirs de bus ouverts aux vélos,VOIE 50,AVENUE SIMON BOLIVAR,19.0,Non,192.46849707,48.879421443952836,2.374279252309916
Pistes cyclables,VOIE 30,RUE EDOUARD PAILLERON,19.0,Non,133.16219294,48.88141232745087,2.3799141462799165
Pistes cyclables,VOIE 30,RUE EDOUARD PAILLERON,19.0,Non,48.94202893,48.880346135179366,2.3761043148992336
Bandes cyclables,VOIE 50,BOULEVARD DE LA VILLETTE,19.0,Non,15.54152698,48.88436022460954,2.3668430126083164
Pistes cyclables,VOIE 30,RUE CARDINET,17.0,Non,104.74219701,48.88965249732709,2.3165374823228824
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DE LA JONQUIERE,17.0,Non,44.58539047,48.89436086902862,2.320203026245525
Pistes cyclables,VOIE 50,BOULEVARD DIDEROT,12.0,Non,9.66851107,48.846581984709005,2.3792918320420706
Couloirs de bus ouverts aux vélos,ZONE 30,RUE DE LA MONNAIE,1.0,Non,166.24985746,48.85930018776081,2.34293010171164
Bandes cyclables,VOIE 50,BOULEVARD MALESHERBES,8.0,Non,105.63796567,48.87710991279459,2.316985233269301
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DES MARAICHERS,20.0,Non,165.55796965,48.84819167604145,2.407841618158518
Pistes cyclables,VOIE 50,PLACE FELIX EBOUE,12.0,Non,20.93225691,48.839639107380464,2.394875286371577
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE DE RENCONTRE,Rue Alain Chartier,15.0,Non,43.28571104,48.837211169015525,2.296975030785205
Pistes cyclables,ZONE 30,RUE DU COTENTIN,15.0,Non,26.59587641,48.838619123156896,2.3148116695286656
Pistes cyclables,VOIE 50,Quai Saint-Michel,5.0,Non,31.60721514,48.85379659941125,2.3444053691874576
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,PLACE DE LA NATION,12.0,Non,16.86236816,48.84822336880301,2.39433910285535
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,PLACE DE LA NATION,11.0,Non,9.59276424,48.84865435708237,2.3943683763369377
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Borde,3.0,Non,26.39409534,48.86600195714356,2.3578849694296307
Pistes cyclables,VOIE 50,Rue Saint-Antoine,4.0,Non,17.03200089,48.853681272766664,2.365636709021251
Pistes cyclables,VOIE 50,Boulevard Arago,13.0,Non,29.81292115,48.83669642822662,2.351940445395209
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue des Immeubles Industriels,11.0,Non,161.81457308,48.84959652691362,2.392706181083764
Couloirs de bus ouverts aux vélos,VOIE 50,BOULEVARD ARAGO,13.0,Non,44.83219791,48.83578733974957,2.3485307608681882
Bandes cyclables,ZONE 30,Avenue Charles de Foucauld,12.0,Bois de Vincennes,94.64037924,48.83315112288409,2.405160797974393
Pistes cyclables,VOIE 50,QUAI DE JEMMAPES,10.0,Non,61.86108317,48.87769503275737,2.366182966339622
Pistes cyclables,ZONE 30,RUE DE MONTREUIL,11.0,Non,129.3919514,48.85043312763248,2.38554088825646
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Charles Divry,14.0,Non,181.07533737,48.83321659157189,2.3269671686594235
Bandes cyclables,ZONE 30,Rue Gassendi,14.0,Non,111.67227273,48.83309481876886,2.325504523849586
Pistes cyclables,VOIE 30,PLACE D ITALIE,13.0,Non,44.45814202,48.832024185987166,2.3564779187457625
Bandes cyclables,VOIE 50,RUE DE RENNES,6.0,Non,32.49936418,48.8449374118377,2.3248360245049704
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE SEBASTIEN MERCIER,15.0,Non,113.81434614,48.843844939582624,2.279956286768002
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DE SAINTONGE,3.0,Non,105.04473941,48.862055542887546,2.3627906663265668
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE DE RENCONTRE,RUE DE PERREE,3.0,Non,98.28537317,48.86413333922561,2.3622194294255277
Bandes cyclables,VOIE 30,BOULEVARD DE COURCELLES,17.0,Non,14.67447473,48.8806403015513,2.3094150950328984
Pistes cyclables,VOIE 50,BOULEVARD DES BATIGNOLLES,17.0,Non,14.60293281,48.8814505134776,2.316431986851391
Pistes cyclables,VOIE 50,AVENUE JEAN JAURES,19.0,Non,9.21699471,48.884237700128196,2.3759303395656866
Bandes cyclables,ZONE 30,RUE DE CLERY,2.0,Non,15.90327146,48.86843516056396,2.3476948381953093
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,Rue du Moulin Vert,14.0,Non,175.70455631,48.83031405987373,2.322045571716094
Pistes cyclables,VOIE 50,BOULEVARD DE GRENELLE,15.0,Non,23.05261898,48.852535156464214,2.2909755472819384
Couloirs de bus ouverts aux vélos,VOIE 50,RUE DE MAUBEUGE,9.0,Non,25.01171075,48.87859918508079,2.3458191413995224
Couloirs de bus ouverts aux vélos,VOIE 50,RUE D AMSTERDAM,8.0,Non,10.84857582,48.88325260330641,2.327101824488572
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DES PAVILLONS,20.0,Non,67.48279925,48.872660725497084,2.396640458202657
Pistes cyclables,VOIE 50,PORTE MAILLOT,16.0,Non,60.24513893,48.87701447588677,2.279284919805405
Bandes cyclables,VOIE 50,AVENUE DU MARECHAL GALLIENI,7.0,Non,164.41975123,48.861965929386635,2.313216472098759
Couloirs de bus ouverts aux vélos,VOIE 50,QUAI BRANLY,7.0,Non,269.38229752,48.859173025113456,2.2938198762375346
Pistes cyclables,VOIE 50,RUE DE CONSTANTINE,7.0,Non,18.78021128,48.85850111571094,2.314733475642771
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE DE RENCONTRE,Rue Quincampoix,3.0,Non,158.79896533,48.86251428965655,2.3512586937172086
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Place Charles Vallin,15.0,Non,16.37237095,48.835574335657455,2.3024326453981176
Bandes cyclables,ZONE 30,Rue Lagrange,5.0,Non,29.91962988,48.850310376734356,2.3486915581886643
Pistes cyclables,VOIE 50,Avenue des Champs-Elysées,8.0,Non,24.42086014,48.87179769619118,2.3008645311737905
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE FRANCIS DE PRESSENSE,14.0,Non,109.6260644,48.83386488823466,2.3165730596125784
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE DE RENCONTRE,Villa de l'Astrolabe,15.0,Non,115.56109492,48.84419442436171,2.319127661041031
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Passage du Mont-Cenis,18.0,Non,132.43765878,48.89713080170554,2.3458769228507466
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE BRULLER,14.0,Non,34.86291519,48.82819140723002,2.3351614670318837
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE DE RENCONTRE,Rue Saint-Louis en l'Île,4.0,Non,208.15913925,48.85138841183926,2.3577961292061564
Pistes cyclables,VOIE 50,Quai de la Gare,13.0,Non,56.63885398,48.83704758318053,2.3740336121357704
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue du Cher,20.0,Non,76.94043848,48.864531660049565,2.400162044741658
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,Place de la Concorde,8.0,Non,43.42384949,48.86518085660938,2.322088961576975
Couloirs de bus ouverts aux vélos,VOIE 50,Avenue du Président Kennedy,16.0,Non,27.44125918,48.856086953161466,2.2854950601490094
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Passage du Bureau,11.0,Non,222.123909,48.8535633648447,2.394963804987815
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Mercoeur,11.0,Non,203.4667638,48.85710771430363,2.383434127718337
Pistes cyclables,VOIE 50,Quai d'Austelitz,13.0,Non,10.19947233,48.838290432456624,2.3727565159625157
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Boulard,14.0,Non,438.43000906,48.83319948551257,2.3283622843580742
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Brézin,14.0,Non,310.90153705,48.831318010391634,2.3273694705141055
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,Rue Daguerre,14.0,Non,189.88342422,48.83369169847718,2.330286882185299
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Passage Tenaille,14.0,Non,119.11400362,48.83382016261418,2.325135686008977
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Servan,11.0,Non,619.0014357,48.86134253052758,2.3827553657649196
Pistes cyclables,VOIE 50,Place de l'Alma,16.0,Non,11.71618764,48.86410032409715,2.3013809641636542
Couloirs de bus ouverts aux vélos,VOIE 50,Rue de Tolbiac,13.0,Non,24.03125103,48.825983249267054,2.3452462621108934
Couloirs de bus ouverts aux vélos,VOIE 50,Rue de Tolbiac,13.0,Non,76.04383735,48.82590314030607,2.345914003336034
Bandes cyclables,VOIE 50,Rue de Tolbiac,13.0,Non,23.63680811,48.82590403531563,2.345219893746586
Couloirs de bus ouverts aux vélos,VOIE 50,Avenue du Général Leclerc,14.0,Non,298.94569301,48.82638425251483,2.3262432176923316
Bandes cyclables,ZONE 30,Rue Reynaldo Hahn,20.0,Non,129.99851107,48.849675708693326,2.4121889280696602
Bandes cyclables,VOIE 50,Boulevard Bessières,17.0,Non,16.87366315,48.89747010048483,2.327686662555136
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,Rue de l'Annonciation,16.0,Non,128.3609047,48.85732956206137,2.2782502509366913
Bandes cyclables,VOIE 50,AVENUE DE NEW YORK,16.0,Non,34.09850045,48.86093309087108,2.291992537505573
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Gambey,11.0,Non,134.73242708,48.86519666487393,2.3719445324760438
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,CITE DE GENES,20.0,Non,99.70997695,48.87056505989496,2.3831245123551437
Pistes cyclables,VOIE 50,Rue de Presbourg,8.0,Non,44.19044518,48.87272439485705,2.296578823195356
Pistes cyclables,VOIE 50,Rue de Presbourg,8.0,Non,31.83062088,48.87250683961075,2.2961813120346113
Pistes cyclables,VOIE 50,Avenue de la Porte d'Ivry,13.0,Non,17.82664212,48.81936681532508,2.3732813439648712
Pistes cyclables,VOIE 50,BOULEVARD AUGUSTE BLANQUI,13.0,Non,33.19000985,48.82978569410782,2.3476548413782132
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),VOIE 30,AVENUE CHARLES FLOQUET,7.0,Non,78.13722358,48.85380406820513,2.2980340485082573
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE DE RENCONTRE,RUE HAUTEFEUILLE,6.0,Non,47.84469994,48.85137120966958,2.341755663451024
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DU MOULIN DES PRES,13.0,Non,74.25104623,48.82719924776089,2.353075803772726
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,Rue Jean Dunand,13.0,Non,56.08377005,48.82285337108738,2.3640810115521607
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Auguste Perret,13.0,Non,213.15448282,48.82479117813092,2.359313840899413
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Léon-Maurice Nordmann,13.0,Non,277.27726258,48.83367719518075,2.3430649742770324
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,PLACE DE LA REPUBLIQUE,11.0,Non,48.93567455,48.866853291877085,2.364660350478206
Couloirs de bus ouverts aux vélos,VOIE 50,PLACE DU COLONEL FABIEN,19.0,Non,24.83817962,48.87824011243875,2.370788412448665
Bandes cyclables,VOIE 50,Boulevard Arago,13.0,Non,14.33665781,48.835465211100384,2.3478849629033807
Pistes cyclables,VOIE 50,Boulevard Voltaire,11.0,Non,13.36994907,48.862549578406,2.3722838435007993
Pistes cyclables,VOIE 50,Quai d'Austelitz,13.0,Non,47.75688516,48.83807490779803,2.3729784475227143
Pistes cyclables,VOIE 50,Boulevard Berthier,17.0,Non,24.14150775,48.88967469948524,2.3027953488043598
Pistes cyclables,VOIE 50,Boulevard Berthier,17.0,Non,12.32048086,48.889771472004696,2.302996179860921
Pistes cyclables,VOIE 50,Boulevard Berthier,17.0,Non,179.07833628,48.89192296421936,2.3081974415776156
Bandes cyclables,VOIE 50,Boulevard Voltaire,11.0,Non,16.1004796,48.86554966182273,2.3669731826625937
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Dalou,15.0,Non,92.15588907,48.84297773839127,2.314324250470339
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),VOIE 30,Rue Bernard Buffet,17.0,Non,487.65462411,48.892000068170624,2.315313268240944
Pistes cyclables,VOIE 50,Avenue de la Porte de Saint-Ouen,17.0,Non,217.46733319,48.89999491688167,2.3294683607994795
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE RAMPONEAU,20.0,Non,53.85562192,48.87183019301169,2.382341815627063
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Léchevin,11.0,Non,86.63009592,48.863320508860525,2.3767414844528845
Pistes cyclables,VOIE 50,Boulevard Arago,13.0,Non,9.39586508,48.83567255124598,2.3485402229187233
Couloirs de bus ouverts aux vélos,VOIE 50,Avenue de la Porte Pouchet,17.0,Non,84.48711097,48.89800006407648,2.3231523484079633
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE DE RENCONTRE,PLACE DU COMMERCE,15.0,Non,10.76167462,48.84477566776987,2.293002083807741
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,RUE DES PRECHEURS,1.0,Non,76.32042408,48.862010382526734,2.348739151153154
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,RUE DE LA COSSONNERIE,1.0,Non,127.50754764,48.86138387644871,2.348787324701765
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,RUE MONTORGUEIL,1.0,Non,129.30530493,48.86382322558885,2.346456122341529
Couloirs de bus ouverts aux vélos,VOIE 50,RUE MONTMARTRE,2.0,Non,72.70665341,48.867698916646155,2.343858229929237
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE NOTRE-DAME DES VICTOIRES,2.0,Non,238.82795572,48.867441085647485,2.3414641070271878
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DE SEINE,6.0,Non,352.85234237,48.85550084448909,2.336716614386489
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE DE RENCONTRE,RUE GIT LE COEUR,6.0,Non,113.19669005,48.85376620711291,2.3426680282754777
Pistes cyclables,VOIE 50,BOULEVARD DE LA CHAPELLE,10.0,Non,47.93546326,48.88425819693284,2.359396579369397
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE SAINT VICTOR,5.0,Non,13.8090968,48.84862254805824,2.350336038119323
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),VOIE 50,BOULEVARD DE SEBASTOPOL,2.0,Non,14.91848229,48.868954432219454,2.353943400758374
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),VOIE 50,RUE REAUMUR,2.0,Non,19.6252966,48.86654371077038,2.351110702065432
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),VOIE 50,RUE DE TURBIGO,2.0,Non,11.35083869,48.86410155335248,2.3501144083672845
Bandes cyclables,VOIE 50,BOULEVARD POISSONNIERE,2.0,Non,27.96797419,48.871428865154044,2.3430567464869534
Pistes cyclables,VOIE 50,AVENUE DAUMESNIL,12.0,Non,19.37991181,48.838892497251585,2.397277984937805
Pistes cyclables,VOIE 50,BOULEVARD DES BATIGNOLLES,8.0,Non,211.91942936,48.882349747383046,2.321911501182409
