Typologie,Régime de vitesse,Voie,Arrondissement,Bois,Longueur du tronçon en m,latitude,longitude
Pistes cyclables,VOIE 50,BOULEVARD BARBES,18.0,Non,7.8756896,48.88744678440151,2.349700238513334
Pistes cyclables,VOIE 50,BOULEVARD BARBES,18.0,Non,13.99974051,48.88842579514494,2.3495817928674225
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE MARCADET,18.0,Non,71.50652637,48.890360839702005,2.3539321434205354
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE ERNESTINE,18.0,Non,183.52228968,48.889464281666214,2.354570128856957
Couloirs de bus ouverts aux vélos,VOIE 50,RUE CHAMPIONNET,18.0,Non,123.40564607,48.89330013507533,2.3285182638350608
Bandes cyclables,ZONE 30,RUE PAUL BODIN,17.0,Non,53.63205387,48.89348021808209,2.317901658622625
Bandes cyclables,ZONE 30,RUE DE L EQUERRE,19.0,Non,8.91136639,48.874144083159216,2.382885622014604
Pistes cyclables,VOIE 50,BOULEVARD SOULT,12.0,Non,273.35821681,48.83940750800581,2.4089562161911355
Pistes cyclables,VOIE 50,AVENUE JEAN JAURES,19.0,Non,6.99823906,48.885082021941585,2.3787503616280943
Pistes cyclables,VOIE 50,AVENUE JEAN JAURES,19.0,Non,20.78223326,48.88458959625832,2.376956165982847
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE BESSIERES,17.0,Non,83.51029622,48.894769857721755,2.315952594126056
Bandes cyclables,ZONE 30,RUE LANTIEZ,17.0,Non,31.59473969,48.896142906483256,2.3247637505745313
Pistes cyclables,AIRE PIETONNE,PLACE DE L ILE DE LA REUNION,12.0,Non,47.75319778,48.84785539584857,2.39864129734731
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,PLACE DE LA NATION,11.0,Non,37.19002268,48.84884396933154,2.394534072649914
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,PLACE DE LA NATION,11.0,Non,28.99871749,48.84922461023195,2.3950333234533843
Couloirs de bus ouverts aux vélos,VOIE 50,AVENUE DES CANADIENS,12.0,Bois de Vincennes,20.13061768,48.81915415473025,2.4625048553973268
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE LAUZIN,19.0,Non,67.18592397,48.874972810594755,2.3787664856204485
Pistes cyclables,VOIE 50,PLACE FELIX EBOUE,12.0,Non,13.08931725,48.83944121210572,2.396362767911784
Pistes cyclables,VOIE 50,PLACE FELIX EBOUE,12.0,Non,26.95231932,48.83961153089446,2.39644261264434
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),VOIE 50,Quai de Montebello,5.0,Non,9.87062842,48.85193600064562,2.349176894875927
Pistes cyclables,VOIE 30,RUE EUGENE REISZ,20.0,Non,11.03055324,48.85708748931509,2.411446859643511
Pistes cyclables,VOIE 50,BOULEVARD DAVOUT,20.0,Non,90.98774769,48.8638279135691,2.4089704724985586
Pistes cyclables,VOIE 50,AVENUE DES CANADIENS,12.0,Bois de Vincennes,63.6727845,48.81803084133495,2.4602919588486407
Pistes cyclables,VOIE 50,BOULEVARD D INDOCHINE,19.0,Non,13.25112184,48.88600570048004,2.3964388719744827
Pistes cyclables,VOIE 50,BOULEVARD D INDOCHINE,19.0,Non,13.38887508,48.8859942708644,2.3964393835117095
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE PIEMONTESI,18.0,Non,56.20277237,48.88364536199853,2.338342326651956
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE ANDRE ANTOINE,18.0,Non,70.580961,48.88388208502841,2.3375691324297314
Pistes cyclables,VOIE 50,AVENUE JEAN JAURES,19.0,Non,142.81216405,48.8833208249397,2.3724718251948196
Bandes cyclables,VOIE 50,BOULEVARD MALESHERBES,17.0,Non,103.90080691,48.881395050729765,2.3117767346816613
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DE TLEMCEN,20.0,Non,154.21561767,48.86513830350584,2.3887031873317532
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,RUE LOUIS-NICOLAS CLERAMBAULT,20.0,Non,153.52518963,48.86568258528648,2.3887205785498935
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,RUE LOUIS DELGRES,20.0,Non,100.41569651,48.86592541949517,2.38604802070423
Bandes cyclables,VOIE 50,PLACE DU MARECHAL JUIN,17.0,Non,13.52765121,48.884896609686656,2.2965787708222223
Bandes cyclables,VOIE 50,PLACE DU MARECHAL JUIN,17.0,Non,26.27120431,48.88447356970464,2.297441209787888
Bandes cyclables,VOIE 50,PLACE DU MARECHAL JUIN,17.0,Non,10.35230748,48.88457135647755,2.2968266119476954
Couloirs de bus ouverts aux vélos,VOIE 50,AVENUE DE LA PORTE DE CHAMPERRET,17.0,Non,50.68737129,48.88615040750866,2.288740043485361
Pistes cyclables,VOIE 50,AVENUE DES MINIMES,12.0,Bois de Vincennes,21.04702795,48.840299465296894,2.4386993883164836
Couloirs de bus ouverts aux vélos,VOIE 50,RUE DE L OURCQ,19.0,Non,176.51081027,48.89298896732938,2.3778436250552915
Pistes cyclables,VOIE 50,BOULEVARD DAVOUT,20.0,Non,34.45675249,48.856075636932374,2.4103593363154463
Bandes cyclables,ZONE 30,RUE JACQUES KELLNER,17.0,Non,91.78834895,48.895770588109386,2.3275185317969
Pistes cyclables,VOIE 30,RUE EDOUARD PAILLERON,19.0,Non,48.62614914,48.88035654666653,2.376094127416064
Pistes cyclables,VOIE 30,RUE EDOUARD PAILLERON,19.0,Non,22.59636201,48.88051174610275,2.3765224262875333
Bandes cyclables,VOIE 50,RUE ARMAND CARREL,19.0,Non,16.71187042,48.882998672276045,2.371500354408986
Pistes cyclables,VOIE 30,RUE CARDINET,17.0,Non,52.62579542,48.890514604091905,2.317356080975962
Pistes cyclables,VOIE 30,RUE CARDINET,17.0,Non,10.23287619,48.88965693892811,2.316619811298084
Couloirs de bus ouverts aux vélos,ZONE 30,AVENUE DE CLICHY,17.0,Non,83.44690776,48.887047369688325,2.3257299217571235
Couloirs de bus ouverts aux vélos,ZONE 30,AVENUE DE CLICHY,17.0,Non,56.69762054,48.885430604498325,2.326495536463044
Bandes cyclables,VOIE 50,BOULEVARD MALESHERBES,8.0,Non,124.68470908,48.87616566551145,2.318135873987422
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue André Gide,15.0,Non,171.47226656,48.836352364572925,2.311984938587957
Pistes cyclables,VOIE 50,Quai Saint-Michel,5.0,Non,162.3684551,48.85346008467916,2.345623504309561
Pistes cyclables,VOIE 50,Quai de la Tournelle,5.0,Non,11.29123037,48.85060482814279,2.3530706520467177
Pistes cyclables,VOIE 50,Quai de Montebello,5.0,Non,17.26953572,48.8531111377742,2.346831918554677
Bandes cyclables,VOIE 50,Boulevard du Bois le Prêtre,17.0,Non,27.4158795,48.899230388705874,2.320648006114815
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Jean Cottin,18.0,Non,234.88802434,48.89430488018126,2.3618372959582605
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Vaucanson,3.0,Non,158.36934344,48.86660546827404,2.356351504770222
Bandes cyclables,VOIE 50,Boulevard Bessières,17.0,Non,20.96738857,48.89762083886808,2.323213375845938
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,PLACE ADOLPHE MAX,9.0,Non,28.84757753,48.883079961095966,2.33009388547791
Pistes cyclables,VOIE 50,Boulevard Arago,13.0,Non,22.55727306,48.83573492215191,2.34873630217714
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Place de l'Escadrille Normandie-Niemen,13.0,Non,24.05238688,48.831574454867884,2.371408518340622
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE ALBERT THOMAS,10.0,Non,35.39415917,48.8691015537251,2.363625506279378
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Daguerre,14.0,Non,463.76616,48.835180056804234,2.3263543088424217
Couloirs de bus ouverts aux vélos,VOIE 50,PLACE D ITALIE,13.0,Non,26.186594,48.8321684454626,2.3551477267682817
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DES CEVENNES,15.0,Non,40.32720352,48.842373789059735,2.281098642482779
Pistes cyclables,VOIE 50,AVENUE JEAN JAURES,19.0,Non,29.18137281,48.88938971399797,2.3951014137413598
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,Rue Saint-Julien Le Pauvre,5.0,Non,11.21962169,48.85257842633469,2.347501342000842
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,RUE LEOPOLD BELLAN,2.0,Non,219.68733115,48.86658025324392,2.345719301407181
Bandes cyclables,VOIE 50,BOULEVARD EXELMANS,16.0,Non,25.97054583,48.84533031556254,2.258396683948376
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DAMESME,13.0,Non,88.36695141,48.82087377000782,2.355728895560676
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE OLIVIER METRA,20.0,Non,485.30804623,48.87339464587749,2.393815474462787
Pistes cyclables,VOIE 50,QUAI BRANLY,15.0,Non,263.28935539,48.856609173384804,2.2900367260698413
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE LETELLIER,15.0,Non,41.6427887,48.84768713251269,2.2969428730991766
Couloirs de bus ouverts aux vélos,VOIE 50,BOULEVARD DE MAGENTA,10.0,Non,19.35463426,48.88358299921125,2.349659302185102
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE DE RENCONTRE,Villa du Mont Tonnerre,15.0,Non,117.37813146,48.84406409520673,2.3187085377770753
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,Passage Duhesme,18.0,Non,23.04460426,48.89621514664644,2.34659866714261
Pistes cyclables,VOIE 50,Rue Froidevaux,14.0,Non,176.8021227,48.835608815509076,2.328840887061258
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE DE RENCONTRE,RUE DES CANETTES,6.0,Non,143.89033322,48.851986392647056,2.333736830690047
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,PASSAGE DAREAU,14.0,Non,88.36247044,48.83081711671235,2.335300667581225
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Geoffroy l'Asnier,4.0,Non,175.2851637,48.85496993320412,2.3566277739020927
Bandes cyclables,VOIE 50,Avenue de la Porte Molitor,16.0,Non,52.89394887,48.84515287732394,2.254913299877176
Pistes cyclables,VOIE 50,Boulevard Morland,4.0,Non,6.65338194,48.84756381788792,2.3654089962846228
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Félix Voisin,11.0,Non,68.27600908,48.858354360312106,2.3868771234017556
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Maillard,11.0,Non,99.42620211,48.8580808908803,2.385808086928984
Bandes cyclables,ZONE 30,Rue Gassendi,14.0,Non,219.53088731,48.835079446009914,2.326969015346413
Pistes cyclables,VOIE 50,Place de l'Alma,16.0,Non,20.96299473,48.86423807140534,2.301150313420309
Couloirs de bus ouverts aux vélos,VOIE 50,Rue de Tolbiac,13.0,Non,24.39797977,48.82615031775912,2.344044899602479
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue du Bourg l'Abbé,3.0,Non,97.90559627,48.86396191020065,2.3521120651243415
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE DE RENCONTRE,Passage Saint-Ambroise,11.0,Non,131.60152432,48.863001223232764,2.377681729087628
Bandes cyclables,ZONE 30,Rue Oberkampf,11.0,Non,53.46343203,48.86438615911059,2.3715237606214385
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Boulevard de Charonne,11.0,Non,91.75571614,48.848778585643,2.398628620848303
Pistes cyclables,VOIE 50,Quai des Grands-Augustins,6.0,Non,365.8759907,48.854892711602034,2.342346348133598
Pistes cyclables,VOIE 50,Rue de Tilsitt,8.0,Non,46.82515755,48.873638504328525,2.297265933416394
Couloirs de bus ouverts aux vélos,VOIE 50,Avenue de New-York,16.0,Non,173.34799038,48.86367433585759,2.2976908254284396
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE PAUL MEURICE,20.0,Non,367.90082451,48.87555382132778,2.411284311637958
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Charles Le Goffic,14.0,Non,77.60305006,48.823772508900134,2.3200786557455055
Couloirs de bus ouverts aux vélos,VOIE 50,ROND POINT DU PONT MIRABEAU,15.0,Non,19.03282847,48.84603556616247,2.277482699234647
Bandes cyclables,ZONE 30,RUE HALLE,14.0,Non,25.98347401,48.8306894500308,2.3332038276639726
Couloirs de bus ouverts aux vélos,VOIE 50,Place de la Bastille,11.0,Non,155.13701634,48.852761513641745,2.3693689227632904
Pistes cyclables,VOIE 50,Avenue de Flandre,19.0,Non,7.96910634,48.88433941241722,2.368819491510101
Pistes cyclables,VOIE 50,Quai d'Issy-Les-Moulineaux,15.0,Non,262.04838363,48.83540572747667,2.266470415914386
Pistes cyclables,VOIE 50,PLACE DE WAGRAM,17.0,Non,17.83763436,48.88714157618688,2.3051498829244554
Pistes cyclables,VOIE 50,Avenue des Champs-Elysées,8.0,Non,4.96892759,48.86990520263906,2.3076179018053087
Pistes cyclables,VOIE 50,Boulevard Voltaire,11.0,Non,12.95377641,48.86602414952556,2.366444093677793
Pistes cyclables,VOIE 50,Place de la Bastille,11.0,Non,26.93908417,48.853507386709026,2.3693407095798413
Pistes cyclables,VOIE 50,Boulevard Voltaire,11.0,Non,43.035311,48.86397272100848,2.369892104864597
Pistes cyclables,VOIE 50,Boulevard Voltaire,11.0,Non,5.95518579,48.86260777639477,2.372186039508189
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE DE RENCONTRE,RUE GALLERON,20.0,Non,86.36041513,48.858878595491234,2.404464206025648
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,RUE SAINT-BLAISE,20.0,Non,85.77337327,48.859200196258975,2.4054652422023817
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE MOURAUD,20.0,Non,39.06085888,48.85553964388114,2.408044544808591
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DE LA CROIX SAINT-SIMON,20.0,Non,106.34326608,48.855059452391295,2.4093300906459403
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Lulli,2.0,Non,41.36976111,48.868055812808805,2.3372037151182212
Pistes cyclables,VOIE 50,Boulevard Berthier,17.0,Non,8.4126865,48.88982659627578,2.303110192064615
Pistes cyclables,VOIE 50,Boulevard Berthier,17.0,Non,17.83529659,48.89013630058049,2.3044828769515373
Pistes cyclables,VOIE 50,Boulevard Berthier,17.0,Non,139.33801725,48.89197940533124,2.307584608548699
Pistes cyclables,VOIE 50,Rue de Rivoli,4.0,Non,23.0991998,48.8579136377552,2.349963185122269
Bandes cyclables,ZONE 30,Quai de l'Horloge,1.0,Non,367.25284232,48.85677266029125,2.3440030932025824
Pistes cyclables,VOIE 50,Avenue de la Porte de Saint-Ouen,18.0,Non,19.05590243,48.90000631809867,2.330083552640728
Pistes cyclables,VOIE 50,Avenue de la Porte de Saint-Ouen,18.0,Non,31.66858807,48.89978961230157,2.32998829765004
Bandes cyclables,ZONE 30,RUE AMELOT,11.0,Non,16.35085947,48.863865284385994,2.3669233238368834
Pistes cyclables,VOIE 50,Boulevard Voltaire,11.0,Non,49.74788895,48.865748065292664,2.366640043225667
Bandes cyclables,VOIE 50,Boulevard Bessières,17.0,Non,13.81445909,48.894708169287966,2.3140082718913906
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,VILLA DE L ERMITAGE,20.0,Non,171.10076487,48.87044766801624,2.3925140481300824
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE JULIEN LACROIX,20.0,Non,165.44162537,48.870837378979815,2.3836447938329797
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Georges Balanchine,13.0,Non,201.90293502,48.83612266596529,2.3732390355544637
Pistes cyclables,VOIE 50,Boulevard Bessières,17.0,Non,9.23586439,48.897160923504536,2.3213986296121436
Pistes cyclables,VOIE 50,Rue Montmartre,2.0,Non,366.77697629,48.869838011410884,2.342956936662649
Pistes cyclables,VOIE 50,Rue de Rivoli,4.0,Non,4.60253701,48.856432457658215,2.355786378130374
Bandes cyclables,ZONE 30,RUE DU CHATEAU DES RENTIERS,13.0,Non,109.02092466,48.827779102324655,2.3679398971004133
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DE CAPRI,12.0,Non,109.13727604,48.83586586713272,2.398470332907262
Bandes cyclables,ZONE DE RENCONTRE,RUE SAMSON,13.0,Non,20.13443602,48.82862199484707,2.3511701800377294
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE ALASSEUR,15.0,Non,134.02587713,48.851110998507764,2.298082042873041
Pistes cyclables,VOIE 30,Rue Marcadet,18.0,Non,73.83543321,48.89056013219148,2.346117983273243
Bandes cyclables,VOIE 30,Rue Marcadet,18.0,Non,6.15741872,48.890836816609124,2.3454036041319926
Pistes cyclables,VOIE 50,AVENUE DE LA PORTE DE VITRY,13.0,Non,17.48568307,48.822717831842205,2.3778853091322816
Pistes cyclables,VOIE 50,Rue du Temple,3.0,Non,106.3328707,48.86705764410451,2.3626133564770777
Pistes cyclables,VOIE 50,BOULEVARD DAVOUT,20.0,Non,47.26829966,48.85276792027097,2.4105445633072584
Pistes cyclables,VOIE 50,AVENUE DE L HIPPODROME,16.0,Bois de Boulogne,12.93625693,48.85822855372994,2.255816083971154
Bandes cyclables,VOIE 50,Boulevard du Bois le Prêtre,17.0,Non,81.99204726,48.89940975997446,2.3199532089996646
Pistes cyclables,VOIE 50,Avenue de la Porte des Ternes,17.0,Non,57.87665164,48.88162533772133,2.281021553640947
Couloirs de bus ouverts aux vélos,VOIE 50,AVENUE DU GENERAL LECLERC,14.0,Non,90.40966517,48.83182494461528,2.3302191438525988
Bandes cyclables,VOIE 50,RUE CROCE SPINELLI,14.0,Non,47.60541775,48.83525069558782,2.317060248332932
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),AIRE PIETONNE,Promenade des Berges-de-la-Seine-André-Gorz,7.0,Non,2283.18850075,48.862498782003534,2.3135004209783028
Bandes cyclables,VOIE 50,BOULEVARD DE GRENELLE,15.0,Non,7.06242479,48.848377844873625,2.30069152544368
Pistes cyclables,VOIE 50,Quai de la Tournelle,5.0,Non,27.33544643,48.85067084268695,2.352828039763831
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),VOIE 50,Quai de la Tournelle,5.0,Non,9.65612106,48.851267795386036,2.350842178996217
Bandes cyclables,VOIE 50,PLACE DU MARECHAL DE LATTRE DE TASSIGNY,16.0,Non,44.9637703,48.87094631654832,2.2750149088150784
Pistes cyclables,VOIE 50,Quai d'Austerlitz,13.0,Non,152.38036964,48.842448487643956,2.3669800527389975
Pistes cyclables,VOIE 50,Rue de Rivoli,4.0,Non,9.87855538,48.856515273863124,2.3554344818459634
Bandes cyclables,VOIE 50,QUAI DE VALMY,10.0,Non,27.17593139,48.88235221323326,2.3690215068086506
Pistes cyclables,VOIE 50,Boulevard Bessières,17.0,Non,255.13165784,48.89718476515298,2.320807611797109
Bandes cyclables,VOIE 50,Boulevard Bessières,17.0,Non,9.58155716,48.8976172658398,2.3230051141931187
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Castex,4.0,Non,132.24383406,48.85288585124929,2.36626366348132
Pistes cyclables,VOIE 50,Place Valhubert,13.0,Non,50.29267745,48.84359077358201,2.365111382975973
Pistes cyclables,ZONE 30,RUE JULIA BARTET,14.0,Non,153.83214544,48.826157255963004,2.3027577563995636
Pistes cyclables,VOIE 50,BOULEVARD BARBES,18.0,Non,8.78423612,48.886581912018826,2.3496793200880814
Pistes cyclables,VOIE 50,AVENUE DE LA PORTE DES POISSONNIERS,18.0,Non,51.93025665,48.90111989573518,2.3519744798202322
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE VERON,18.0,Non,41.79097663,48.88422947937663,2.33726067315561
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DES RIGOLES,20.0,Non,201.82336986,48.87280791738688,2.3920520035591064
Pistes cyclables,VOIE 50,Avenue de la Grande Armée,16.0,Non,95.82207045,48.87589865520003,2.287998046454777
Pistes cyclables,VOIE 50,Avenue des Champs-Elysées,8.0,Non,8.63702627,48.87112535096743,2.303783927340551
Pistes cyclables,VOIE 50,Avenue des Champs-Elysées,8.0,Non,11.61823981,48.87316791484372,2.297364467382711
Pistes cyclables,VOIE 50,Avenue des Champs-Elysées,8.0,Non,8.28810541,48.87323481323658,2.297154189457217
Pistes cyclables,VOIE 50,Rue Saint-Antoine,4.0,Non,3.38704282,48.85428093439575,2.3636234291244778
Pistes cyclables,VOIE 50,Rue Saint-Antoine,4.0,Non,65.41790603,48.85408826567599,2.364219315266774
Pistes cyclables,ZONE 30,BOULEVARD ADOLPHE PINARD,14.0,Non,11.88056754,48.82502509696819,2.302032571635505
Bandes cyclables,VOIE 50,Boulevard Masséna,13.0,Non,14.97639112,48.82400326931254,2.376968602001814
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Louis Morard,14.0,Non,209.49631086,48.8287924538502,2.3204667674822623
Bandes cyclables,ZONE 30,Rue Didot,14.0,Non,9.07387781,48.82933076742797,2.3174288979604363
Bandes cyclables,VOIE 50,Avenue de Clichy,17.0,Non,2.37256942,48.89263734423355,2.316539240034349
Bandes cyclables,VOIE 50,Avenue de Clichy,17.0,Non,6.56989499,48.89062029129254,2.320039025134111
Bandes cyclables,ZONE 30,Rue Louis Loucheur,17.0,Non,79.04216978,48.8979642000178,2.3260143208308874
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Saint-Just,17.0,Non,26.37410342,48.896438636488355,2.31379520923845
Bandes cyclables,VOIE 30,Rue Francis de Croisset,18.0,Non,5.88837188,48.8995187777363,2.3455574089403655
Pistes cyclables,VOIE 50,Place Valhubert,5.0,Non,120.77607788,48.84450660939989,2.3646017728618576
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),VOIE 50,Place de la Madeleine,8.0,Non,12.30531068,48.869341549201316,2.3237128249874477
Bandes cyclables,VOIE 50,Avenue de Clichy,17.0,Non,5.12825848,48.88913042125176,2.322628122004699
Couloirs de bus ouverts aux vélos,VOIE 50,Place du 18 juin 1940,15.0,Non,66.85713456,48.84377929779432,2.3240986773236743
Pistes cyclables,ZONE 30,Boulevard Carnot,12.0,Non,57.06225931,48.84158481721309,2.4130848256259405
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Jules Lemaître,12.0,Non,124.58618822,48.842438394339375,2.4107461670475345
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Varet,15.0,Non,308.55477591,48.84004252606151,2.281522745729319
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Desnouettes,15.0,Non,27.37670353,48.83609113809183,2.293734910228854
Pistes cyclables,VOIE 50,QUAI DE VALMY,10.0,Non,26.79278843,48.87856108607518,2.366106130133618
Pistes cyclables,ZONE DE RENCONTRE,RUE DE LA PROVIDENCE,13.0,Non,5.91838097,48.825809427515495,2.347870796527336
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Louis Le Grand,2.0,Non,106.16204614,48.87046104572723,2.3340008745777556
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Eugène Milon,15.0,Non,174.88026339,48.837858510752284,2.292946307258785
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE BERGER,1.0,Non,175.38204814,48.86168529813191,2.344365685116094
Pistes cyclables,VOIE 50,Place des Insurgés de Varsovie,15.0,Non,13.07880206,48.82782084619915,2.292166657109244
Bandes cyclables,VOIE 50,BOULEVARD HENRI IV,4.0,Non,19.69381826,48.851164454880546,2.362725398306271
Bandes cyclables,VOIE 50,RUE BELGRAND,20.0,Non,33.66391561,48.864738299392926,2.4037134417021195
Couloirs de bus ouverts aux vélos,VOIE 50,Avenue de Flandre,19.0,Non,35.8249626,48.885832696425105,2.370614744741522
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DE MONTEMPOIVRE,12.0,Non,317.21503347,48.840173987559595,2.406703898949214
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,RUE DES CASCADES,20.0,Non,474.23385113,48.87112271697666,2.3908781556082785
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),VOIE 50,AVENUE GEORGES MENDEL,16.0,Non,16.77258735,48.86394552955531,2.279430143937197
Bandes cyclables,ZONE 30,RUE MONGE,5.0,Non,41.77445058,48.83888309372484,2.3509041483555073
Bandes cyclables,VOIE 50,AVENUE DAUMESNIL,12.0,Non,9.90869569,48.83985410748677,2.3949006312712524
Bandes cyclables,VOIE 50,AVENUE DAUMESNIL,12.0,Non,16.6461331,48.84033205815278,2.392767170593795
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue des Fillettes,18.0,Non,181.65402104,48.894277914281425,2.3632565746095984
Pistes cyclables,VOIE 50,QUAI D ORSAY,7.0,Non,25.86648544,48.862530180175604,2.3102190851502984
Pistes cyclables,VOIE 50,AVENUE DE L OBSERVATOIRE,14.0,Non,26.37979329,48.83846286598917,2.3365876236511136
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue Dieudonné Costes,13.0,Non,136.54222069,48.82048453265433,2.3697383032309367
Pistes cyclables,VOIE 50,Place Gambetta,20.0,Non,20.1743478,48.86477387927451,2.3981481547015218
Pistes cyclables,VOIE 50,Place Gambetta,20.0,Non,8.56584885,48.864879943981464,2.3988612694475924
Autres itinéraires cyclables (ex : Aires piétonnes - Contre-sens cyclables),ZONE 30,Rue de Chantilly,9.0,Non,121.38968939,48.87842599516837,2.347045752073301
Couloirs de bus ouverts aux vélos,VOIE 50,AVENUE DE LA PORTE D ITALIE,13.0,Non,63.06558595,48.81846789193948,2.359785726104188
Couloirs de bus ouverts aux vélos,VOIE 50,RUE DE LA CONVENTION,15.0,Non,128.7844775,48.83760851364345,2.295495333120167
